algebra_basics,geometry_intro,calculus_101,world_history_1,kinematics_basics,dynamics_intro,programming_fundamentals,data_structures_basics
46.51518279443839,71.8275955478815,60.83036301701808,81.38030323153264,87.90446271371184,57.85030771315367,88.81838678858452,61.03850668462127
97.08450508018153,83.31394131496292,85.58788820689331,54.553239990829496,63.590032229554296,30.0,41.20734862251752,100.0
90.54240509013917,73.45069315114387,35.2675159378924,54.66436813499263,68.88840321560595,85.54841612514188,85.59409730133706,75.33664941391157
48.5684981405812,76.59542346876347,44.95414263727967,35.251016148398875,98.42758235280311,88.16901788149029,62.76008096649098,78.78566810848125
90.46073513137111,100.0,96.2712878456596,58.08735981575174,67.66796396032233,73.59443929102322,71.9432546295202,68.51199721802253
93.7351642446975,79.8530075705404,84.94467665508405,51.159135378130586,55.86323074463619,76.84189946070784,65.38545681142756,99.90008514481997
42.615968200102046,64.83322052261688,56.21650387641924,42.15639233898398,31.568203720351647,72.1619588621057,82.60339512485287,100.0
86.60978947179,72.81018589103833,79.30506441900961,59.52833211344708,77.22527331005837,79.65296618148666,88.3451189944393,73.42121610182897
100.0,100.0,90.48586975666997,64.92599112948672,71.26860901813409,85.48169758902607,74.11665004641544,43.72060069627905
83.12576239629158,51.2941445135539,90.12445305676613,72.74612506031663,86.13012815491255,74.57088318541665,75.48770544806946,93.40405749887947
82.5469945866747,100.0,79.38268637531306,60.14171654277517,30.0,40.08265919875732,48.22174276091063,46.37255958392727
68.2777616973815,76.12163498749369,88.15034157222252,93.29225013678973,99.9199534218491,64.87735087519194,76.44737478008285,87.86124464543192
64.77538415279105,89.18427930486646,83.39924337161719,69.61129791237056,53.14053163418382,74.28335360844544,52.20124073424078,50.15117727522089
80.64568387340078,73.01197087524419,81.0077946784501,82.80873992105708,88.11086266373415,62.673594741636656,55.16510224513112,69.01246125475026
100.0,85.31100658113292,67.24961141605168,92.15955933821539,36.50348159964543,64.05628221583208,58.900757842476104,99.87685483073405
52.79684368403119,73.82126899616755,40.94484377325344,79.80350998325176,77.2522283603259,100.0,59.82880037595671,68.6880234111633
65.6441532048294,68.63352538178742,93.20085748358913,60.896041959665254,56.8381891450503,80.6702742289652,80.44574802227518,53.2846101574474
67.02930982376131,67.17448515487317,78.299315283223,52.76394213281411,62.73790181560925,50.86152537686901,86.6821079812378,72.38059165860626
85.5791969517385,64.8593125942961,79.84412638029772,70.54414666330784,65.12768393360771,100.0,83.03035385665923,77.86112813813692
58.57249992766872,71.71107175303726,48.81846425803826,86.83203784903793,100.0,98.67120389057958,63.682487694556905,52.20231044076603
52.692978606303676,65.06549297605778,58.6664761202228,79.69770279693518,81.60486140298393,91.63275781539795,63.88835204445727,74.78478016366688
65.28732372586788,74.27143760643212,39.91628016725032,59.48936402496906,96.93539960370943,67.01763531828944,90.55330861485136,76.85160639480947
77.75640896601426,76.97730005017627,64.83062178120682,74.05141794321456,87.66657675928818,58.44790700856524,82.71914614760085,49.30774050677676
58.339318310739664,87.70306602979196,74.72565676648465,76.53382244554312,50.9441920315769,70.52231219380249,79.27743118931575,72.38307821409109
61.74074454594765,53.89588563486869,69.91740511292575,55.76044320371608,81.5776683244532,65.16744784820281,72.62842041664584,55.9044268219054
57.54098579116492,65.87233669775357,54.306052793382435,56.65815803870508,59.207051061808656,79.272624188876,84.32136040347933,86.4555948838584
67.309147809023,88.31236096803016,81.62584241259933,67.21334645095021,63.64019422609471,77.22582269584716,71.6139255318045,72.60020026896106
74.82963330608553,94.09326048020674,84.61719734280868,72.38506428343302,83.29692492187796,53.848213310994055,31.69458407911528,77.98658071223622
94.41257854794797,70.20355443549911,82.74070186447216,49.16187047063923,77.92950636661003,80.15109957403041,59.89900943433986,75.75086707210619
78.55613071201972,74.78889211015279,85.83631202589196,86.62809748932942,97.35622703308026,69.9877375950234,54.16081332048611,34.86481107446973
35.07582071280072,63.77313591942824,96.49428838925246,64.90668284910693,58.12284341217917,89.58814639478173,85.97478120628783,84.51795506075509
68.9644673296315,61.47744990888084,62.584897339930976,48.41307152927879,71.57456363621404,58.34231962394008,78.23639776396749,80.55451095355258
83.70239367207822,74.21487925737702,86.42692311466688,87.31207498326623,70.77174322020386,91.71672902727502,76.64753133358701,71.32893970008753
53.059759021761835,76.9428545037777,73.19427916567388,87.5043734817217,59.02575987571319,68.37308505848807,66.35396403357163,67.07791651826236
56.6050596532405,69.34074507503108,61.27760933007351,100.0,93.1117864465826,77.25473614616202,50.5428996003993,30.0
67.21135535485953,79.17229083623076,56.39656620430412,91.44928468709256,100.0,82.1254948783485,66.41821529971037,92.9544230510239
70.84015966283867,83.0473628232411,67.47327308669277,64.49781912185748,86.81589771688266,75.89598254417564,62.400758885408635,72.15844203634018
81.60275273284734,81.11261307718338,66.14575240255195,68.15099112240374,93.77632992232019,89.55812573004336,100.0,69.38304442783262
63.28911241441465,30.0,63.42834835392335,100.0,64.11722840818767,50.20440403899689,64.70726000640485,78.12120637984975
93.39593545667205,81.13373551761947,97.96633173174138,53.32761925756405,77.71492230681172,30.342952944981,75.13102540337428,43.45637751514407
50.46752552679871,51.75548319110449,53.99747437698805,45.95024330148216,82.66838821227235,57.57882789367347,94.96012376642152,79.54263525265348
81.16309580419016,89.75316135894853,83.5318863167491,59.150424375172435,52.1188506941068,73.5771935559373,58.377726534403884,49.80549043522709
94.54013815847307,80.37896044415345,90.3636445687189,49.779328931086155,65.62344242324069,73.13314280783555,69.98023213441054,74.12680038759251
52.91591902360611,66.13792425372682,60.82795309513425,55.88651883841889,81.75845662743926,80.46094377842273,74.15685036401214,70.03048265759452
80.18204691362796,77.78214614603762,79.60510259950995,55.08211616491219,78.6750245387486,87.33930750811724,67.03499242270836,74.91782504650759
55.57423863507293,55.9552109183276,48.68648492785624,75.74069207169025,94.83196371254502,81.07827376170975,38.516557231160604,70.80149167414956
71.14004981929897,79.35378807254662,56.762793863067245,59.440821871087685,72.17459191104628,73.39179183582674,79.88533781250118,51.712442642251155
95.0419510481871,93.64593387792513,71.56295286020931,76.5704102999434,80.68941836972752,90.14544850207393,86.65367122607054,70.61941734952721
58.46271534250653,77.47423189807371,63.93444738180827,53.52582386996607,72.23712614862897,44.99295173851935,100.0,76.79135133098315
86.45345802750634,69.14222643320022,87.18100880446035,73.2497856364819,60.954821836721734,93.30068550229707,44.3216579051876,67.5118974118663
74.24654633782605,60.62379948085848,67.0768202446399,74.88295693382865,70.44604795304122,86.73917661398959,62.415510211604875,55.162888814868595
68.39762974508017,70.33724502915494,58.87405505695929,78.38918691266444,59.74010919684089,95.28103125825837,84.71631437196821,88.09103611720268
68.82580023334364,73.29175784332894,42.38048330943866,78.38647745246523,90.28274390995593,100.0,63.505611244306614,70.35468068830615
64.15190384027399,61.21476442569131,63.21936841079417,55.68342583011243,69.53670656221097,30.891574538543715,68.26525043150052,82.44367013075819
59.37312949180412,67.3225333081256,62.52906453722679,74.94773203004297,51.588703854847566,77.20531313121138,88.22362061308218,78.35682998172739
70.22433995149638,66.01644402273453,66.05834278818227,87.04474882968773,93.11356491826011,75.18695307108229,79.95172341039003,70.64440462111145
77.67531542988345,74.13115296105056,73.92007474889847,71.62851482820525,56.697393831968235,62.9705402073431,70.64912414752263,66.85474119651893
92.75767217403177,95.99734266044518,88.7921011106257,78.31100466043823,73.5902008910104,71.8611267630341,58.61782171399434,70.34241887109759
98.72061423949685,100.0,100.0,46.7446037950019,77.22365809049236,86.85674082389636,61.76699948898686,74.925374404544
66.94442738582984,88.94693968450123,77.74028226829405,79.30410376306284,72.0542855520966,48.72567187219814,60.70442823248241,59.51391614292487
85.60711741140656,61.51342169706329,46.02342862740646,36.70862378205392,100.0,100.0,44.13772844414484,53.86331498108851
80.88942208132957,94.40900999913646,96.44510129684663,42.06490890955228,79.99063212123453,56.28555116626619,75.51335304319316,70.21233201730143
63.035761667232904,76.57893836538011,91.50501316385625,51.50879112262877,58.19791525523052,44.851615937552765,85.2389279540942,79.21656884277746
51.31418821231415,60.866888808418636,46.316289835419866,71.38395214542687,81.48513196624847,95.94968735193514,75.30058672231078,64.85614283647348
67.82701593599415,64.2823464597537,63.62701149859792,73.95113678416597,63.870848723357724,66.91269626393749,87.58828831676881,83.6579098660508
66.00222324766108,55.856984913078556,72.30134812593859,52.788999689983605,59.7276800530931,98.16894734338915,74.94571793099934,100.0
81.15384237939276,67.47027237403955,61.09614968568017,36.12944672928683,70.5428801668623,50.23926855976508,75.747212340789,92.58537459528361
66.10328068043691,78.58690968054299,53.98066431233863,86.44192122624015,61.39382360834614,77.21151062560307,90.76463550162504,89.80101094596759
89.91203602906863,53.29801018593956,44.406324649166095,73.81390640807673,98.82223449357835,97.7014532463943,73.39582314857212,71.16848512189796
74.97071129463335,48.87985487558154,45.983101920818704,71.41699863879843,65.6220820431235,52.31501412088608,81.19847613031831,87.87069714853273
85.90968976775409,71.73984587965934,74.59895897777885,93.89987664518205,85.29737457356508,84.22496455535206,73.40576122410776,71.23449282549608
83.1921563610451,89.16534662612042,85.86851245257441,67.25028059539855,47.24626454872968,70.96597255867322,51.92907203604869,58.13816760237828
81.9343055286615,84.88517430379893,95.97729841234133,50.1214381500959,47.299814969052356,49.91732735295806,81.2853893435413,47.88089295058079
72.10387470712195,73.99711023774208,58.71046637243058,90.94520049453592,87.9522355208489,90.15897838096492,58.70980830090969,81.96988361364231
67.5260293540321,71.967888835165,53.21134109119095,58.8879144021154,55.29001835990947,62.0542129803228,86.96776270267,90.11146260284275
72.49200047167521,64.18845629173947,61.680472371509566,73.73784699849092,63.03797264843912,89.26170600615671,73.36145337712315,92.12779733499212
78.59470543492513,74.29747264828806,87.88413948559486,56.95329441554427,82.46105939490042,54.45713208739966,65.1951366081481,77.87740112437129
86.74459294836703,87.41081918968858,76.78075838058265,52.514403942595976,52.81831264515699,43.21821021224456,74.76725350101707,58.460260967995154
76.63711881274612,67.71321040419443,74.892794165234,58.67658892023298,64.71857272177478,58.398180977824445,80.01580725243629,48.282617136403196
88.22466901001746,82.41015469065776,69.02938405278377,87.80945119205907,56.87774129132941,63.166852245246965,58.81775239547682,70.2317767212591
72.32319557423111,100.0,91.31658970915716,62.201818676030626,84.09240442139289,77.33962436901221,51.102918132205815,75.29970004914418
75.45096363847766,44.77193805721213,97.84343262921607,81.0426925882472,68.39938386888663,73.00754632063581,67.83223019331135,79.39014260168001
79.83611316043215,58.55386460103915,66.26260050542786,37.26404006412997,78.66912057992403,94.39433688731935,81.17965595913407,90.46084825142147
94.88680560344739,63.771071963102315,99.85595322964647,89.01444732463221,47.016424429461644,63.44852913310219,65.51411839878328,47.183007674978015
88.18105056052626,82.66271941777856,79.3308882724921,90.58598493627817,68.61611854980282,91.72675543614034,70.62977669427094,55.71121272134447
71.52246831150268,94.49804642397964,64.98654305425406,49.64360641749896,85.91546073995403,95.24867328516612,67.86989747910414,100.0
60.15873460822347,72.003761551856,74.76909797339417,66.1840451791029,77.51046968692475,84.19027440495034,78.3576956773214,50.23364218679503
75.16459532725021,55.79331036318538,53.72348839845715,74.65777878827274,74.64290575848757,88.06651927584763,92.02423260188472,71.62732936444
84.48601632794067,100.0,73.08658370477859,67.75071319132749,73.95390520075648,79.75026214697414,76.15470669333475,87.06229093133453
69.32670846475472,67.5764739048159,82.17115500690625,93.24112257310996,60.63535989481279,80.38537684053861,70.41300792335099,77.70481746141081
88.78347195607263,89.53943159757019,89.37738572046793,65.3241714718185,82.6984260721834,82.6736302583885,53.521750735097626,75.15270105665078
98.68129807708867,85.64912787092936,85.62062864698615,57.198147225580605,77.38672968948003,43.9978941938877,65.82311673009127,71.77666642644267
81.43709705395216,82.52975319089583,77.72594465404228,66.18233000003968,54.707139378646694,79.67941390377692,68.10311366080764,64.75777133043799
68.10543628639344,84.68509768474614,71.38931207012175,66.16526013392962,71.91658305779416,79.8935168761994,76.84785551124577,92.24033989791818
80.8013653891368,73.180205917247,96.14743587611105,65.31393803583791,73.20492400273457,70.8897421399705,53.73965601416248,85.7237851176304
69.95124007170874,88.12622633872328,90.4885550016622,58.25338654714429,74.85437006348309,63.00608437097212,67.47404241777932,80.0529823032351
86.25983954448911,86.85658322764516,89.6184596294495,53.31454210386001,82.82925783508543,75.55525439609976,66.37592007658947,89.00536413898334
75.35958528116701,64.54784804263544,100.0,84.56960088569099,74.23396024044862,85.66088145559574,78.80146782726754,86.43233935975404
86.970268328773,100.0,73.69050033791726,39.61359629102552,67.38796050489691,66.68236274430858,58.99176574589811,60.00777671342807
71.23964931826703,62.27244104957541,75.64639004448165,91.4418498307903,67.19886799078532,95.21745783101109,65.16355342007928,54.63799494102747
53.03009896727785,62.92024441707938,65.82205591875754,68.4558375561233,48.34702814048829,55.534954866345245,100.0,88.70112869444469
69.09798798533066,49.58484237056387,70.15724716021558,92.70714492794161,94.11127846182993,85.1179864704196,65.81789548651052,69.36476166303427
71.64797989873594,62.54989323325427,67.73423818295242,79.43011537395628,74.08145124211836,88.60921875498049,81.0646321902747,71.94111722739369
80.11608269182967,100.0,77.98494266633644,44.84833088197999,39.8659161326489,60.35805927075709,86.38207006797887,87.99154636190558
71.3017699737796,61.20932210042622,49.47422951412274,66.06083365101081,92.68740124364521,81.69033054971683,43.2120694556033,59.33669210680704
85.80706626386741,90.18701943013643,84.99832215702298,38.07210458042368,59.07949675509403,51.052291635327926,62.009750731541885,62.719925788621026
78.6881023055662,94.50547731993512,77.17824890276803,51.44626045438113,53.076687482481205,71.47485733416039,62.69006268494517,69.48976587218546
78.39346435780412,72.82317226631885,70.56473926517431,73.35830926224169,57.252111130235946,98.33866680859353,99.17020918693245,73.21938544005529
82.09289256646781,80.904096977162,92.98160255257477,54.42355914971648,42.92255662242301,74.03268093108653,93.24480699369815,37.52087762494
75.45597911021581,72.0839582183926,46.5967310982206,57.85306648240667,80.53410741857599,83.32246532454955,43.19503084015483,58.087179201392864
72.13000343917155,72.1048995733872,72.69945444606286,66.99496895837042,73.30490924622839,90.78836105841393,62.93055505254448,63.191922040905354
45.653516273524104,60.02232390820603,80.81774064487047,98.43599408584501,97.43803703503174,84.65838617221215,83.38123919927885,85.52129017094543
78.2038438263318,86.27867873111354,68.91389957516628,76.42626012529392,73.40328342016278,84.00239665500295,68.73096607421184,65.07231053499092
68.44104871747152,63.958653696304246,87.04182832722557,74.35195888503654,60.18802747163608,73.40222475138003,91.48483156137333,84.57728009010056
48.78294330803508,83.1985975739711,41.73808753115344,64.22315365642967,60.65937491807171,42.60796219385255,82.8105701458857,85.51682502496362
84.00643338522367,73.89687974108254,96.83261448659209,79.04860177668682,47.96859401087999,76.20307230611866,62.14585504955063,80.98328170712118
75.47331254203219,45.24206662470964,65.26975103774863,34.16942549107458,57.64950476740477,97.14863675492157,98.04471584494618,87.60062981949488
51.95029711287637,30.0,45.07040527417861,90.06061254484219,91.34616742533976,79.58039448161524,54.09469297514415,69.70506732296164
78.40373698940088,66.6185155314731,93.33177641139439,54.172974313664746,66.30480726859516,88.8987808083798,63.05518452298082,51.80712545630703
62.8698858045571,40.01059300603606,71.46252673889786,82.18703152342647,76.63658332293612,80.18810327639584,73.65429523457637,82.25731278701521
65.89377442754835,78.19845516993476,91.58577340020821,89.2163168003766,87.98344728920193,69.60933900018553,61.67236130394446,58.358202588611334
82.68476621894013,63.34400768143034,56.567508833945226,53.42010136210554,55.257910789511755,76.26481509296455,75.70971915715207,79.54644888425928
67.23457923990814,35.38802935903762,48.558251921038575,65.84123594457552,55.24419755159265,50.630949147916816,75.48555499748431,77.29975647180757
74.06442854111765,83.69094311525062,92.70051780740698,71.07999535998093,80.06097247248698,79.25622766797703,87.6127598877363,85.2280362019232
76.7752908715071,74.18171932869146,100.0,66.6470080747155,66.57329545795756,50.822866168317006,75.33483764073974,35.3360226767891
82.81578765749602,71.94648706885948,73.62873024365544,64.98589728205822,62.75767396978702,72.5442234678164,92.93483689714427,100.0
88.03343566873123,71.57402970900243,75.95130175157603,58.46288971049067,80.50479477607716,93.92598921277356,82.07084282569782,87.33554982662938
81.4647477126301,81.52903538619816,65.86482567343059,66.43389555298208,65.49956021189448,68.43831462358504,71.81615056775699,71.32200956300011
61.83087117274529,30.0,62.272252444113406,80.87060352354413,54.02708203181566,71.68163840457156,89.43688168526698,90.50483912421952
69.72044505112108,75.54490951655858,67.56198603326915,79.77310973054965,65.4340139193692,58.25800427033209,42.55048367438138,92.54384008335629
73.24549127466507,63.17896399897911,72.53514092665586,67.7798248834672,45.05724831131241,67.13075599026884,80.4470008279073,100.0
66.1388080138923,46.675335803333056,78.9428847259347,40.983239184714805,61.675026405615554,51.30586846772791,66.79544785546909,84.9553361906319
40.84892828878435,32.93853856195324,67.78575175250644,61.149710901111796,67.70579100693175,70.17146411865033,87.27317947333859,65.0497559123394
80.47801973802245,63.36972618293861,76.93159044057369,64.1626758116644,49.3393851725261,58.4668102819605,73.433808179135,84.15799125347142
85.18704901044303,80.96174080634307,64.56882338072313,77.61170712476752,83.9283122766711,76.09344194281272,63.18604249620146,57.056410676813705
92.37252532943198,59.182423974247264,98.24655360935097,38.84670193331043,56.03139284440315,64.43790969379918,51.689701613089696,74.83468960250977
48.62583208057688,52.51218690644005,52.0767382566073,48.56293020944858,63.84834861865065,30.0,99.2749837836755,80.86639592231428
67.35808260331993,76.57842135583395,91.99123578154733,96.58477522352784,92.33332860224564,63.54267824991422,100.0,61.42117483928152
52.70736166370747,88.49903993032358,66.40628537428123,65.43140441039044,76.03298002903205,100.0,86.00280618749782,68.72617665109583
88.94072737093333,60.31442728728024,65.24580377719454,37.226655624059845,86.05990197621811,83.70305515098836,79.59437627062402,85.48263906686822
81.43261436740973,100.0,73.05708958358659,54.527430072882574,95.5688186550237,59.35336395341458,64.36078508003845,66.95438740975155
99.99933982474674,38.07040191079675,72.58952630772396,53.09276834007092,57.389411751845174,72.08888869881152,78.71877153779212,94.82819991830051
94.32845046361668,34.745931175415784,66.9722760279105,74.76690591023437,74.19153806958306,82.38823515908871,65.72819618984633,80.86406665633778
51.44860375446585,80.26572574585533,76.07969592570522,74.58262254110892,57.03182054907589,91.25098920314485,86.81903941631178,96.77140840975332
77.91732260596987,61.50375747973229,67.66212923456132,50.459572849290666,76.78628676389657,65.76641480985838,60.48356827690023,51.96911879129942
71.9928551352068,71.92298504450974,67.00782680555132,59.316156596952666,75.95215374719339,84.10372557037313,68.36529388298541,53.643487732644566
38.68186844200595,60.58201342259282,71.0522110977098,73.05405639255395,59.97724607313386,72.53204627321782,77.89181512969766,98.66766500268331
80.61740882621439,75.98999397560002,75.11420742145368,73.5567166122944,56.58285250671712,67.64553749850862,42.62890379869487,84.82187030021447
79.61840998793272,80.73332791531128,90.33015935965817,49.48112280262428,49.34649890325067,64.26583071109067,47.61698938416188,36.39638460219072
100.0,72.10928106370561,62.028195237858526,51.13875395839842,33.10504187361171,75.8041721187524,87.97494589420614,79.92402095883082
67.41526828256683,60.224989168755855,63.08411988509317,96.74498515590257,71.11171164542395,75.57878458057596,100.0,71.60879364973677
82.15233022462805,85.17419334354858,99.12495973253793,61.104247189022004,55.44734654098832,67.66079449498426,41.42479661887148,80.96033135389494
55.52772900972048,58.756670353307946,62.95446950531255,87.40172677608346,82.2837161682098,100.0,54.94400794343227,80.55913030938822
78.41074395987191,56.22595576728095,54.21403154330041,68.42916489057737,63.05739167840562,95.36289681589079,67.53623912605934,100.0
57.54933764104388,68.81205492560824,64.03030965072166,81.42537405828924,70.3413185539346,91.73356068868986,65.91879903706202,90.55717112230371
64.2457553845625,89.89357693692244,66.4858231594313,74.3792905499211,59.10478350292119,84.1402583650907,85.87203618950939,87.35638681228656
55.41314716292054,61.00694897026406,78.44530313938257,67.56493270835625,67.1332471465962,79.43294280204567,63.26253564817682,61.2830247921738
42.236943019769086,77.29985757506327,66.948304887864,67.38742852134729,80.40402981590998,86.47786280677899,57.44430215219419,64.68349882742163
50.059473084460045,50.50734502991985,76.43044725779505,46.389426533371605,87.4729732754311,77.72603406518229,87.45173599771717,83.74278180272456
79.98028292635307,71.65918699175127,85.92052424161812,62.49987427839964,56.93131286754909,87.69140357928185,74.76851911380915,61.105973632646155
61.051177546045565,71.79973080971037,53.760220873426505,57.16934661310975,47.78679072668044,51.24936125415978,91.93810094886243,83.13273410895621
72.36691288891791,72.1975854769998,58.17772880949717,71.06598971806346,69.11804706212055,68.5235839225761,89.64009314597948,88.52745177679374
63.66620449221857,81.94246012464623,70.5752482142966,59.4565038219066,88.5258755900504,67.95767182641987,81.50907896498435,72.054565144064
80.11312369848991,98.2542351569376,60.28765803125729,67.43598802633592,58.2622566878783,89.65184482104377,56.2202752266352,81.19923823895627
85.2368952225261,77.5862726364123,38.52197232315399,74.56930374793174,69.50119148895766,86.95305571481799,79.29197480610573,64.87349033734237
86.37580943828378,84.8082999648022,58.22358538492864,73.34970131578454,53.0921904576478,90.24781952600532,68.25507663674097,57.33301884479757
62.97336099213743,30.0,75.71933301257057,79.32321538735567,58.922055253242526,64.38085625079216,82.86431084140695,90.94499750344796
68.81387419611494,71.66783749350543,42.653107924991176,58.76826739601715,93.13200216887168,93.48406155847307,56.785734088419886,41.70187311767056
81.27911758547044,93.62879829465004,89.70137676896302,66.30044900694796,71.61534225232288,50.429467995056875,90.47125352377702,66.30081088803927
30.0,45.92326096757385,49.52033962753369,100.0,81.46723224622536,55.460709004101595,90.84881370756324,100.0
65.30739519389037,65.1315876738468,62.80275239735319,46.979120917601655,74.41803668978628,63.002553260169485,73.65482724658773,80.51755643905591
69.58421541876824,49.35907678486645,64.06094713937931,58.67912869880861,65.16834145509938,48.80144012136072,84.98649092410658,81.25505938946161
40.81007362939659,80.41265892201316,62.578213478482816,37.784142704291256,30.0,47.9362852289576,89.05253248809417,92.86448787882654
89.99411069194602,75.44001934923503,78.53350314101155,68.42670909661803,85.77273172022912,59.98205809165677,48.15529299915119,74.52765704736774
60.79134983082786,53.10706839595029,41.50439984688214,65.24806040017317,70.43217296250893,71.02745731354992,70.3145896389062,74.53419864223535
88.37933720634662,80.35949833943985,85.26832737314795,66.8857931516188,99.6590927671347,64.02209195114848,62.73650533842873,58.17682673625866
61.24402028944871,98.74115332850411,73.36481211924229,51.32666829351366,53.49754834257543,70.02709905109545,72.74828459211906,89.74618771800844
83.76431711340274,80.07008405114294,75.18811295348279,53.57445128764965,54.11877793236724,53.17789685585535,71.5309432785837,79.30690108076341
77.71474584700904,94.3512463069666,75.98146560543087,75.64868989089017,68.60616356350242,71.34343945596838,91.42607651271604,80.60009980834297
80.03624688008011,37.803202167796385,68.86404807118038,43.95789749751594,85.13707619274909,81.67583580922833,52.41827218304164,63.05124900182171
95.84726142174945,72.30705253827433,77.28891738296372,78.22262881525924,44.43822125010672,88.83153538619197,80.12031344977444,76.45750557595784
73.8044427391159,98.38579643717696,89.49469695159125,44.136727935284156,51.727658879880394,67.40665115938921,74.85009603803155,78.56379134341162
53.91474694968278,38.59758277659989,71.19002978215264,62.73566775696658,79.0174219108201,98.85624954289601,78.76625712368438,89.35490892294823
71.77416024089383,54.924737437255004,60.53295890700036,58.46312140992072,85.11554613101502,58.811042008468476,89.9896852345216,77.30875961104329
70.61355259490193,99.66409608753428,75.57701338121296,68.99942298894682,61.73731728787494,70.02079608154409,78.93817351625351,56.90640548043407
61.420898461155566,50.54802904542965,64.59806726290293,40.914102190902,70.00310458870494,82.25131575201365,94.06653138577367,73.67415163411896
97.8656482217061,66.79002547284774,89.56542309829032,64.33706397566844,57.14868706635276,30.0,67.621949669936,50.39908897006485
60.34450432711895,65.71211756564493,41.842584558767186,46.87918059802146,72.53166703900291,76.70762638826024,81.68079459073526,100.0
63.37284782101701,53.643084310065085,56.235496344277166,76.68230601360223,64.23066855553706,73.8868933500567,90.88456718916497,82.91148990740882
52.49299997546608,83.55875109459375,42.322879137062074,53.607722883530556,75.96686242397035,66.69826412712732,92.30975436318556,87.26492448900083
97.73534751789052,51.57711875765459,58.328506510158206,64.24594345591854,83.66729018549016,81.64477038221379,55.35080732480212,56.703658455496836
62.32670779422145,48.571414566321195,71.82961212953917,37.82978771414321,80.0770459951832,90.89931514271332,62.35371835120369,79.06306443262908
44.53628367173134,65.44073528996003,31.310163909705018,78.68417295464326,64.44054581594624,37.302653408855164,97.99717253808014,83.07455376205225
38.45812107025108,58.933432212868155,66.4100989233092,81.44511521161908,86.66607010676077,53.845061976188,99.98692956871531,88.4199430914293
78.75363357325887,87.5234919368082,96.93750308150335,56.718749788799656,63.58264705136585,94.38977615488137,62.32683005967976,73.98574255377432
62.05216820858925,72.8225667410405,69.09725881247303,100.0,69.2747313844962,65.96033201113691,89.87551720188392,89.1671598909081
94.49173706427672,82.82712256523105,64.81108264187385,76.41073450063362,66.3483283623913,47.26310354185877,70.4132935181001,66.02427661914363
77.78517749692651,47.57827085020953,72.81599494996911,61.126714198958055,66.41316193250125,65.92888128332666,73.99701840278063,74.85411977524771
64.90480368390747,75.95762427597147,68.63421909414066,57.63573927160877,97.18001843691029,92.47236852384978,72.64684371450222,65.8982505479119
69.54997696608493,66.67908218277206,70.88835898521239,65.62396825793243,84.98801360890022,76.16225899648462,49.17233390175511,88.03646356198001
70.09402780132535,51.963665382414476,67.7266582980451,56.13892169623356,71.39896761878488,83.87340234033465,78.64581481386519,76.31110827800997
54.015047086363346,76.71192738187261,58.24961665890241,73.68156715285471,81.58383467098261,67.91568003806522,81.2499693147958,78.81494884802946
100.0,65.71337580744328,85.50988698079388,64.34361304182852,89.18293205611276,46.014001407695844,30.0,77.22861208423964
74.81158393784916,70.86314049720579,72.17888555670305,43.939528222950955,61.50846960484845,36.94293205850463,75.35155791708522,73.02482938684717
93.66990219728272,86.9576200388419,78.07073832230618,85.3211635042521,77.82050652329403,52.53052543871358,38.58016184448714,62.598066294775016
